dataset_name,session_id,end_frame_idx,label,probability,threshold
chico,chico_s3,7,0,0.9814135603373574,0.5
chico,chico_s3,8,0,0.981188278173037,0.5
chico,chico_s3,9,0,0.9812585348798746,0.5
chico,chico_s3,10,0,0.9813972760495654,0.5
chico,chico_s3,11,0,0.9814825538181725,0.5
chico,chico_s3,12,0,0.9816604279206719,0.5
chico,chico_s3,13,0,0.9818593843420993,0.5
chico,chico_s3,14,0,0.9819399413188201,0.5
chico,chico_s3,15,0,0.9820068428062623,0.5
chico,chico_s3,16,0,0.9821130956677975,0.5
chico,chico_s3,17,0,0.982195502770276,0.5
chico,chico_s3,18,0,0.9822713979045102,0.5
chico,chico_s3,19,0,0.9823665518695133,0.5
chico,chico_s3,20,0,0.9825333839394346,0.5
chico,chico_s3,21,0,0.9827608577721922,0.5
ha_vid,havid_s4,7,0,0.7662147874610298,0.5
ha_vid,havid_s4,22,0,0.9271428783426975,0.5
ha_vid,havid_s4,23,0,0.9136042629462935,0.5
ha_vid,havid_s4,24,0,0.9298351948777746,0.5
ha_vid,havid_s4,35,0,0.7632060143435955,0.5
ha_vid,havid_s4,41,0,0.810628954771052,0.5
ha_vid,havid_s4,42,0,0.854319979560631,0.5
ha_vid,havid_s4,43,0,0.8486170497427347,0.5
ha_vid,havid_s4,44,0,0.8464136596469645,0.5
ha_vid,havid_s4,61,0,0.9363887386989521,0.5
ha_vid,havid_s4,62,0,0.9462791520355367,0.5
ha_vid,havid_s4,63,0,0.9472012271855826,0.5
ha_vid,havid_s4,64,0,0.9447896626634388,0.5
ha_vid,havid_s4,65,0,0.9451194239825791,0.5
ha_vid,havid_s4,66,0,0.9309013960546278,0.5
ha_vid,havid_s4,67,0,0.9145082306986453,0.5
ha_vid,havid_s4,68,0,0.9305459186860809,0.5
ha_vid,havid_s4,69,0,0.9167126392002335,0.5
ha_vid,havid_s4,70,0,0.8971854003899241,0.5
ha_vid,havid_s4,71,0,0.8966790924810296,0.5
ha_vid,havid_s4,72,0,0.8992878701612169,0.5
ha_vid,havid_s4,73,0,0.916595931345441,0.5
ha_vid,havid_s4,74,0,0.9169145636618607,0.5
ha_vid,havid_s4,75,0,0.9326135713179894,0.5
ha_vid,havid_s4,92,0,0.8994041651651118,0.5
ha_vid,havid_s4,93,0,0.8995644779345228,0.5
ha_vid,havid_s4,94,0,0.899640448703692,0.5
ha_vid,havid_s4,95,0,0.89973765027765,0.5
ha_vid,havid_s4,96,0,0.8999397158595229,0.5
ha_vid,havid_s4,106,0,0.9073540806791193,0.5
ha_vid,havid_s4,107,0,0.9073003684008039,0.5
ha_vid,havid_s4,108,0,0.9036708451407485,0.5
ha_vid,havid_s4,109,0,0.9022275263796331,0.5
ha_vid,havid_s4,110,0,0.9022921247821725,0.5
ha_vid,havid_s4,124,0,0.9071860574462791,0.5
ha_vid,havid_s4,125,0,0.9240594754111715,0.5
ha_vid,havid_s4,126,0,0.908253398719955,0.5
ha_vid,havid_s4,127,0,0.9069212516716875,0.5
ha_vid,havid_s4,128,0,0.9213591709242616,0.5
ha_vid,havid_s4,129,0,0.921692987656845,0.5
ha_vid,havid_s4,130,0,0.9186237415268075,0.5
ha_vid,havid_s4,131,0,0.9198364133285601,0.5
ha_vid,havid_s4,132,0,0.9326067300370364,0.5
ha_vid,havid_s4,133,0,0.9324386285209271,0.5
ha_vid,havid_s4,148,0,0.8839778670742962,0.5
ha_vid,havid_s4,149,0,0.8849098122435646,0.5
ha_vid,havid_s4,166,0,0.7934677488781002,0.5
ha_vid,havid_s4,167,0,0.8452208484380562,0.5
ha_vid,havid_s4,168,0,0.7498737240919388,0.5
ha_vid,havid_s4,169,0,0.6225098388561187,0.5
ha_vid,havid_s4,170,0,0.6507371490755893,0.5
ha_vid,havid_s4,176,0,0.7143957422285382,0.5
ha_vid,havid_s4,177,0,0.7613723136955803,0.5
ha_vid,havid_s4,178,0,0.8234094540331524,0.5
ha_vid,havid_s4,188,0,0.7608108617310574,0.5
ha_vid,havid_s4,199,0,0.8284432433428627,0.5
ha_vid,havid_s4,200,0,0.8105739453225312,0.5
ha_vid,havid_s4,201,0,0.8121826326599406,0.5
ha_vid,havid_s4,210,0,0.8780093085568714,0.5
ha_vid,havid_s4,211,0,0.8784776466331391,0.5
ha_vid,havid_s4,212,0,0.8342511013189804,0.5
ha_vid,havid_s4,213,0,0.7815264792335259,0.5
ha_vid,havid_s4,214,0,0.7870829039438274,0.5
ha_vid,havid_s4,215,0,0.7865958556755901,0.5
ha_vid,havid_s4,216,0,0.7878274105554571,0.5
ha_vid,havid_s4,217,0,0.8176422861669923,0.5
ha_vid,havid_s4,218,0,0.7185535045291614,0.5
ha_vid,havid_s4,229,0,0.9165627898384746,0.5
ha_vid,havid_s4,230,0,0.9399551075586187,0.5
ha_vid,havid_s4,231,0,0.9373220044125877,0.5
ha_vid,havid_s4,232,0,0.9101009195209171,0.5
ha_vid,havid_s4,233,0,0.9110470370812431,0.5
ha_vid,havid_s4,234,0,0.8926730081045525,0.5
ha_vid,havid_s4,235,0,0.8928196942432892,0.5
ha_vid,havid_s4,236,0,0.8942802976412624,0.5
ha_vid,havid_s4,245,0,0.8265280560099033,0.5
ha_vid,havid_s4,246,0,0.7753119107031712,0.5
ha_vid,havid_s4,247,0,0.705470616748605,0.5
ha_vid,havid_s4,248,0,0.7004091799643855,0.5
ha_vid,havid_s4,249,0,0.7758635184711176,0.5
ha_vid,havid_s4,255,0,0.6824336665534773,0.5
ha_vid,havid_s4,261,0,0.8039365331125036,0.5
ha_vid,havid_s4,262,0,0.8047142884781389,0.5
ha_vid,havid_s4,263,0,0.7931980713867139,0.5
ha_vid,havid_s4,269,0,0.683942857304726,0.5
ha_vid,havid_s4,270,0,0.6818773027039512,0.5
ha_vid,havid_s4,271,0,0.6532970132242787,0.5
ha_vid,havid_s4,272,0,0.7339338890905617,0.5
ha_vid,havid_s4,273,0,0.7323498507596776,0.5
ha_vid,havid_s4,274,0,0.8023676530134696,0.5
ha_vid,havid_s4,296,0,0.6855700413124046,0.5
ha_vid,havid_s4,297,0,0.6759618551644787,0.5
ha_vid,havid_s4,298,0,0.6773089985901263,0.5
ha_vid,havid_s4,299,0,0.6378400865088959,0.5
ha_vid,havid_s4,305,0,0.7773354186161209,0.5
ha_vid,havid_s4,306,0,0.7715798017763392,0.5
ha_vid,havid_s4,307,0,0.7658147251406608,0.5
ha_vid,havid_s4,308,0,0.7594327021751358,0.5
ha_vid,havid_s4,309,0,0.7570650557107307,0.5
ha_vid,havid_s4,310,0,0.7287280308459518,0.5
ha_vid,havid_s4,311,0,0.7182952783259564,0.5
ha_vid,havid_s4,312,0,0.763712660643943,0.5
ha_vid,havid_s4,327,0,0.7035497060504585,0.5
ha_vid,havid_s4,328,0,0.77173798870585,0.5
ha_vid,havid_s4,338,0,0.6379733697688145,0.5
ha_vid,havid_s4,339,0,0.5950651567302031,0.5
ha_vid,havid_s4,340,0,0.5140218445711235,0.5
ha_vid,havid_s4,341,0,0.615984140036285,0.5
ha_vid,havid_s4,342,0,0.5118782793701754,0.5
ha_vid,havid_s4,343,0,0.549710284359165,0.5
ha_vid,havid_s4,344,0,0.6486367901857445,0.5
ha_vid,havid_s4,345,0,0.7267396363074857,0.5
ha_vid,havid_s4,346,0,0.7800976817663786,0.5
ha_vid,havid_s4,347,0,0.8089540325857121,0.5
ha_vid,havid_s4,348,0,0.8001664679792636,0.5
ha_vid,havid_s4,349,0,0.8746870464618962,0.5
ha_vid,havid_s4,350,0,0.8965397578555053,0.5
ha_vid,havid_s4,357,0,0.7654625702226469,0.5
ha_vid,havid_s4,358,0,0.7206624010321373,0.5
ha_vid,havid_s4,359,0,0.7935598076090248,0.5
ha_vid,havid_s4,360,0,0.8474735697733866,0.5
ha_vid,havid_s4,361,0,0.7823183933429345,0.5
ha_vid,havid_s4,362,0,0.6682661211547407,0.5
ha_vid,havid_s4,363,0,0.6333977105893884,0.5
ha_vid,havid_s4,364,0,0.6302112231507039,0.5
ha_vid,havid_s4,365,0,0.5350252378782796,0.5
ha_vid,havid_s4,366,0,0.5473022871255223,0.5
ha_vid,havid_s4,367,0,0.5945477340140414,0.5
ha_vid,havid_s4,368,0,0.6799658145759447,0.5
ha_vid,havid_s4,369,0,0.7540925878440605,0.5
ha_vid,havid_s4,370,0,0.8162457768352879,0.5
ha_vid,havid_s4,386,0,0.7289977545329953,0.5
ha_vid,havid_s4,387,0,0.7308623670338195,0.5
ha_vid,havid_s4,393,0,0.8504287492844994,0.5
ha_vid,havid_s4,399,0,0.8135603051650856,0.5
ha_vid,havid_s4,426,0,0.8212626803823879,0.5
ha_vid,havid_s4,427,0,0.8109819782481846,0.5
ha_vid,havid_s4,428,0,0.7721493594652692,0.5
ha_vid,havid_s4,429,0,0.6980884534073339,0.5
ha_vid,havid_s4,430,0,0.6974866442173925,0.5
ha_vid,havid_s4,431,0,0.7259106864365805,0.5
ha_vid,havid_s4,438,0,0.8221766456470238,0.5
ha_vid,havid_s4,439,0,0.786668501422643,0.5
ha_vid,havid_s4,440,0,0.7887209358302402,0.5
ha_vid,havid_s4,446,0,0.6672321225510914,0.5
ha_vid,havid_s4,447,0,0.6657376461441026,0.5
ha_vid,havid_s4,448,0,0.6548053210029566,0.5
ha_vid,havid_s4,454,0,0.5893721673518635,0.5
ha_vid,havid_s4,455,0,0.5074800520636155,0.5
ha_vid,havid_s4,456,0,0.6096907533090783,0.5
