dataset_name,session_id,end_frame_idx,label,probability,threshold
ha_vid,havid_s4,143,0,0.5047618746757507,0.5
ha_vid,havid_s4,148,0,0.5341928005218506,0.5
ha_vid,havid_s4,149,0,0.5169063806533813,0.5
ha_vid,havid_s4,151,0,0.5006127953529358,0.5
ha_vid,havid_s4,161,0,0.5223202705383301,0.5
ha_vid,havid_s4,162,0,0.5114294290542603,0.5
ha_vid,havid_s4,166,0,0.5118837952613831,0.5
ha_vid,havid_s4,171,0,0.5098216533660889,0.5
ha_vid,havid_s4,176,0,0.5167016386985779,0.5
ha_vid,havid_s4,177,0,0.5151762962341309,0.5
ha_vid,havid_s4,179,0,0.5148761868476868,0.5
ha_vid,havid_s4,188,0,0.5421054363250732,0.5
ha_vid,havid_s4,189,0,0.5162975788116455,0.5
ha_vid,havid_s4,190,0,0.5212891697883606,0.5
ha_vid,havid_s4,194,0,0.5396472811698914,0.5
ha_vid,havid_s4,199,0,0.5415418744087219,0.5
ha_vid,havid_s4,200,0,0.5301138758659363,0.5
ha_vid,havid_s4,201,0,0.5086937546730042,0.5
ha_vid,havid_s4,202,0,0.5244784951210022,0.5
ha_vid,havid_s4,203,0,0.5119094252586365,0.5
ha_vid,havid_s4,210,0,0.5466534495353699,0.5
ha_vid,havid_s4,211,0,0.5288520455360413,0.5
ha_vid,havid_s4,212,0,0.5172396898269653,0.5
ha_vid,havid_s4,213,0,0.5287260413169861,0.5
ha_vid,havid_s4,214,0,0.5254784822463989,0.5
ha_vid,havid_s4,215,0,0.5279329419136047,0.5
ha_vid,havid_s4,216,0,0.5309266448020935,0.5
ha_vid,havid_s4,217,0,0.5310932993888855,0.5
ha_vid,havid_s4,218,0,0.5270693302154541,0.5
ha_vid,havid_s4,219,0,0.5197215676307678,0.5
ha_vid,havid_s4,220,0,0.5350826978683472,0.5
ha_vid,havid_s4,229,0,0.5762007832527161,0.5
ha_vid,havid_s4,230,0,0.5450138449668884,0.5
ha_vid,havid_s4,231,0,0.5485528707504272,0.5
ha_vid,havid_s4,232,0,0.5152402520179749,0.5
ha_vid,havid_s4,233,0,0.5270554423332214,0.5
ha_vid,havid_s4,234,0,0.543911874294281,0.5
ha_vid,havid_s4,235,0,0.555222749710083,0.5
ha_vid,havid_s4,236,0,0.5387314558029175,0.5
ha_vid,havid_s4,237,0,0.552415132522583,0.5
ha_vid,havid_s4,238,0,0.5295481085777283,0.5
ha_vid,havid_s4,245,0,0.573407769203186,0.5
ha_vid,havid_s4,246,0,0.5520282983779907,0.5
ha_vid,havid_s4,247,0,0.5033757090568542,0.5
ha_vid,havid_s4,248,0,0.5291130542755127,0.5
ha_vid,havid_s4,249,0,0.542494535446167,0.5
ha_vid,havid_s4,250,0,0.501991868019104,0.5
ha_vid,havid_s4,251,0,0.5193634629249573,0.5
ha_vid,havid_s4,255,0,0.5712278485298157,0.5
ha_vid,havid_s4,256,0,0.540368914604187,0.5
ha_vid,havid_s4,257,0,0.5396702289581299,0.5
ha_vid,havid_s4,261,0,0.5577510595321655,0.5
ha_vid,havid_s4,262,0,0.5327383875846863,0.5
ha_vid,havid_s4,263,0,0.5379354953765869,0.5
ha_vid,havid_s4,264,0,0.5395836234092712,0.5
ha_vid,havid_s4,265,0,0.5390857458114624,0.5
ha_vid,havid_s4,269,0,0.5717452168464661,0.5
ha_vid,havid_s4,270,0,0.534511923789978,0.5
ha_vid,havid_s4,271,0,0.5612290501594543,0.5
ha_vid,havid_s4,272,0,0.5327110886573792,0.5
ha_vid,havid_s4,273,0,0.5347147583961487,0.5
ha_vid,havid_s4,274,0,0.5431552529335022,0.5
ha_vid,havid_s4,275,0,0.5301945805549622,0.5
ha_vid,havid_s4,276,0,0.5456430912017822,0.5
ha_vid,havid_s4,280,0,0.5677404403686523,0.5
ha_vid,havid_s4,284,0,0.5665809512138367,0.5
ha_vid,havid_s4,285,0,0.534381091594696,0.5
ha_vid,havid_s4,289,0,0.5187294483184814,0.5
ha_vid,havid_s4,290,0,0.5131881833076477,0.5
ha_vid,havid_s4,296,0,0.5680628418922424,0.5
ha_vid,havid_s4,297,0,0.5338180065155029,0.5
ha_vid,havid_s4,298,0,0.5313224196434021,0.5
ha_vid,havid_s4,299,0,0.5400949716567993,0.5
ha_vid,havid_s4,300,0,0.5331116914749146,0.5
ha_vid,havid_s4,301,0,0.5267423391342163,0.5
ha_vid,havid_s4,305,0,0.5612537860870361,0.5
ha_vid,havid_s4,307,0,0.5200509428977966,0.5
ha_vid,havid_s4,308,0,0.519946277141571,0.5
ha_vid,havid_s4,309,0,0.5267017483711243,0.5
ha_vid,havid_s4,310,0,0.5455793142318726,0.5
ha_vid,havid_s4,311,0,0.5153135061264038,0.5
