dataset_name,session_id,end_frame_idx,label,probability,threshold
ha_vid,havid_s4,7,0,0.6414165014758041,0.5
ha_vid,havid_s4,8,0,0.6940485755969467,0.5
ha_vid,havid_s4,9,0,0.7459613648333651,0.5
ha_vid,havid_s4,10,0,0.7708005014763306,0.5
ha_vid,havid_s4,11,0,0.783954892953702,0.5
ha_vid,havid_s4,12,0,0.7609909433261297,0.5
ha_vid,havid_s4,13,0,0.7416916696801418,0.5
ha_vid,havid_s4,38,0,0.6170032510962034,0.5
ha_vid,havid_s4,39,0,0.6123172500724433,0.5
ha_vid,havid_s4,40,0,0.6815368822780297,0.5
ha_vid,havid_s4,41,0,0.6951075887740131,0.5
ha_vid,havid_s4,51,0,0.6335425510955032,0.5
ha_vid,havid_s4,52,0,0.5921680842930604,0.5
ha_vid,havid_s4,58,0,0.5930000672036092,0.5
ha_vid,havid_s4,63,0,0.5776570311693643,0.5
ha_vid,havid_s4,64,0,0.632660850289523,0.5
ha_vid,havid_s4,100,0,0.7017604775676428,0.5
ha_vid,havid_s4,101,0,0.7242214944067071,0.5
ha_vid,havid_s4,105,0,0.6277291472683837,0.5
ha_vid,havid_s4,106,0,0.6351380500760287,0.5
ha_vid,havid_s4,128,0,0.6391376262719041,0.5
ha_vid,havid_s4,138,0,0.7158810243934369,0.5
ha_vid,havid_s4,146,0,0.5314789002775564,0.5
ha_vid,havid_s4,150,0,0.5228222278159033,0.5
ha_vid,havid_s4,151,0,0.5656382238675138,0.5
ha_vid,havid_s4,152,0,0.5680340701313936,0.5
ha_vid,havid_s4,156,0,0.6810523385844035,0.5
ha_vid,havid_s4,162,0,0.702112438684244,0.5
ha_vid,havid_s4,163,0,0.7310016077758026,0.5
ha_vid,havid_s4,164,0,0.7405886354438738,0.5
ha_vid,havid_s4,165,0,0.7342661343875863,0.5
ha_vid,havid_s4,166,0,0.7156482472471372,0.5
ha_vid,havid_s4,167,0,0.7079062177101582,0.5
ha_vid,havid_s4,186,0,0.6185888733944391,0.5
ha_vid,havid_s4,191,0,0.6182994348941456,0.5
ha_vid,havid_s4,192,0,0.6533848150456271,0.5
ha_vid,havid_s4,196,0,0.7118014829427387,0.5
ha_vid,havid_s4,203,0,0.5926084126575509,0.5
ha_vid,havid_s4,204,0,0.6586800771627724,0.5
ha_vid,havid_s4,223,0,0.6521307318266187,0.5
ha_vid,havid_s4,224,0,0.6376159584830311,0.5
ha_vid,havid_s4,225,0,0.6588713065103349,0.5
ha_vid,havid_s4,226,0,0.660837253021228,0.5
ha_vid,havid_s4,227,0,0.6177263231659722,0.5
ha_vid,havid_s4,228,0,0.6473583469228364,0.5
ha_vid,havid_s4,252,0,0.6536329484899083,0.5
ha_vid,havid_s4,253,0,0.6803111458363178,0.5
ha_vid,havid_s4,254,0,0.7058966073894255,0.5
ha_vid,havid_s4,255,0,0.7152002450496234,0.5
ha_vid,havid_s4,256,0,0.7096512315630842,0.5
ha_vid,havid_s4,257,0,0.7119152035862689,0.5
ha_vid,havid_s4,258,0,0.7377544314869569,0.5
ha_vid,havid_s4,259,0,0.7386141727015111,0.5
ha_vid,havid_s4,260,0,0.7611743213794632,0.5
ha_vid,havid_s4,261,0,0.7193804542447131,0.5
ha_vid,havid_s4,262,0,0.711688232865517,0.5
ha_vid,havid_s4,263,0,0.7281537701749186,0.5
ha_vid,havid_s4,264,0,0.7425899855214312,0.5
ha_vid,havid_s4,265,0,0.733330638895245,0.5
ha_vid,havid_s4,266,0,0.7233380723188849,0.5
ha_vid,havid_s4,267,0,0.7304365003748762,0.5
ha_vid,havid_s4,281,0,0.6867892091027877,0.5
ha_vid,havid_s4,282,0,0.7198706157162575,0.5
ha_vid,havid_s4,287,0,0.6841582342654905,0.5
ha_vid,havid_s4,291,0,0.6738760667867862,0.5
ha_vid,havid_s4,292,0,0.706120206425113,0.5
ha_vid,havid_s4,293,0,0.721807701360975,0.5
ha_vid,havid_s4,294,0,0.7307635459719327,0.5
ha_vid,havid_s4,295,0,0.7871031872340394,0.5
ha_vid,havid_s4,303,0,0.6650322328042166,0.5
ha_vid,havid_s4,304,0,0.7098081141492035,0.5
ha_vid,havid_s4,305,0,0.6974705237878279,0.5
ha_vid,havid_s4,306,0,0.7222057297039967,0.5
ha_vid,havid_s4,316,0,0.6773226927342116,0.5
ha_vid,havid_s4,317,0,0.7014983525044346,0.5
ha_vid,havid_s4,321,0,0.7681991305144367,0.5
ha_vid,havid_s4,325,0,0.7740452176481064,0.5
ha_vid,havid_s4,331,0,0.692671515123072,0.5
ha_vid,havid_s4,335,0,0.7077023895171407,0.5
ha_vid,havid_s4,354,0,0.7333000829969086,0.5
ha_vid,havid_s4,355,0,0.7563170545206367,0.5
ha_vid,havid_s4,375,0,0.738643061713854,0.5
ha_vid,havid_s4,396,0,0.6504909281808805,0.5
ha_vid,havid_s4,397,0,0.7086049152112147,0.5
ha_vid,havid_s4,398,0,0.7354194991270018,0.5
ha_vid,havid_s4,407,0,0.8143207160411858,0.5
ha_vid,havid_s4,420,0,0.6769630819780312,0.5
ha_vid,havid_s4,424,0,0.6642826373149819,0.5
ha_vid,havid_s4,425,0,0.6370746282702233,0.5
ha_vid,havid_s4,426,0,0.6164548813219262,0.5
ha_vid,havid_s4,427,0,0.6876389149993443,0.5
ha_vid,havid_s4,434,0,0.8128753264690524,0.5
ha_vid,havid_s4,435,0,0.776423241668262,0.5
ha_vid,havid_s4,436,0,0.7412761376648139,0.5
ha_vid,havid_s4,443,0,0.7098266382731813,0.5
ha_vid,havid_s4,444,0,0.7671124371909446,0.5
ha_vid,havid_s4,445,0,0.7552799033690644,0.5
ha_vid,havid_s4,449,0,0.8199855648653761,0.5
ha_vid,havid_s4,450,0,0.818227233682695,0.5
ha_vid,havid_s4,451,0,0.8276504012269854,0.5
ha_vid,havid_s4,460,0,0.7677665764690629,0.5
ha_vid,havid_s4,461,0,0.7520923417161838,0.5
ha_vid,havid_s4,462,0,0.77273442379179,0.5
ha_vid,havid_s4,463,0,0.7979809177613388,0.5
ha_vid,havid_s5,15,0,0.5758552047459675,0.5
ha_vid,havid_s5,16,0,0.5580670439503923,0.5
ha_vid,havid_s5,18,0,0.5405192104514319,0.5
ha_vid,havid_s5,19,0,0.576840925462178,0.5
ha_vid,havid_s5,67,0,0.579673303492523,0.5
ha_vid,havid_s5,88,0,0.6407676913338785,0.5
ha_vid,havid_s5,89,0,0.6695187738456421,0.5
ha_vid,havid_s5,90,0,0.7055392459472262,0.5
ha_vid,havid_s5,91,0,0.6414216102597403,0.5
ha_vid,havid_s5,92,0,0.5994111646339141,0.5
ha_vid,havid_s5,93,0,0.6378660802485565,0.5
ha_vid,havid_s5,114,0,0.5444684429648766,0.5
ha_vid,havid_s5,118,0,0.6757500563265139,0.5
ha_vid,havid_s5,141,0,0.5728012990889483,0.5
ha_vid,havid_s5,184,0,0.605635654393863,0.5
ha_vid,havid_s5,213,0,0.6698075427654363,0.5
ha_vid,havid_s5,217,0,0.6980689671199679,0.5
ha_vid,havid_s5,221,0,0.7313258919283612,0.5
ha_vid,havid_s5,225,0,0.6136390211902698,0.5
ha_vid,havid_s5,229,0,0.6417751023026759,0.5
ha_vid,havid_s5,230,0,0.6626694996976037,0.5
ha_vid,havid_s5,231,0,0.7349328700978335,0.5
ha_vid,havid_s5,235,0,0.7887575466392298,0.5
ha_vid,havid_s5,236,0,0.7466324662864958,0.5
ha_vid,havid_s5,237,0,0.7636793755051042,0.5
ha_vid,havid_s5,238,0,0.7810548913095157,0.5
ha_vid,havid_s5,239,0,0.7592137565068562,0.5
ha_vid,havid_s5,240,0,0.7297016607053223,0.5
ha_vid,havid_s5,241,0,0.699010681315633,0.5
ha_vid,havid_s5,248,0,0.6436853923908822,0.5
ha_vid,havid_s5,249,0,0.6722395572947893,0.5
ha_vid,havid_s5,250,0,0.7171116840719912,0.5
ha_vid,havid_s5,251,0,0.7158102956015633,0.5
ha_vid,havid_s5,255,0,0.6500481921420822,0.5
ha_vid,havid_s5,260,0,0.5658366834084485,0.5
ha_vid,havid_s5,261,0,0.5912696063392828,0.5
ha_vid,havid_s5,262,0,0.6898930132313525,0.5
ha_vid,havid_s5,263,0,0.665954312137496,0.5
ha_vid,havid_s5,281,0,0.6958368558192825,0.5
ha_vid,havid_s5,316,0,0.6248186618116275,0.5
ha_vid,havid_s5,325,0,0.6491490387989368,0.5
ha_vid,havid_s5,326,0,0.6078492272121812,0.5
ha_vid,havid_s5,330,0,0.6440030853471886,0.5
ha_vid,havid_s5,331,0,0.6664114473053158,0.5
ha_vid,havid_s5,332,0,0.7052631007174553,0.5
ha_vid,havid_s5,356,0,0.7435501760405305,0.5
ha_vid,havid_s5,357,0,0.6864538189299892,0.5
ha_vid,havid_s5,358,0,0.703905555839861,0.5
ha_vid,havid_s5,366,0,0.7366509856527483,0.5
ha_vid,havid_s5,367,0,0.701090727855318,0.5
ha_vid,havid_s5,376,0,0.589511951526948,0.5
ha_vid,havid_s5,380,0,0.6090832816014392,0.5
ha_vid,havid_s5,381,0,0.5787576606592697,0.5
ha_vid,havid_s5,382,0,0.6512941479076888,0.5
ha_vid,havid_s5,383,0,0.6856254146337559,0.5
ha_vid,havid_s5,384,0,0.710139716223676,0.5
ha_vid,havid_s5,402,0,0.6076641793379651,0.5
ha_vid,havid_s5,403,0,0.5948627561487945,0.5
ha_vid,havid_s5,404,0,0.6311950406992292,0.5
ha_vid,havid_s5,405,0,0.641495899095801,0.5
ha_vid,havid_s5,406,0,0.6512828300043514,0.5
ha_vid,havid_s5,407,0,0.6649588780031153,0.5
ha_vid,havid_s5,408,0,0.7001645981297505,0.5
ha_vid,havid_s5,412,0,0.7325124987915684,0.5
ha_vid,havid_s5,413,0,0.7283442788628227,0.5
ha_vid,havid_s5,420,0,0.6062846584685083,0.5
ha_vid,havid_s5,421,0,0.592341747065201,0.5
ha_vid,havid_s5,422,0,0.5484305535906164,0.5
ha_vid,havid_s5,434,0,0.6340101151039026,0.5
ha_vid,havid_s5,435,0,0.6521931879624111,0.5
ha_vid,havid_s5,436,0,0.6530605949268831,0.5
ha_vid,havid_s5,447,0,0.6151997527077968,0.5
ha_vid,havid_s5,454,0,0.6569185091106825,0.5
ha_vid,havid_s5,459,0,0.6827315661273315,0.5
